,score,sentiment
2017-08-15 20:21:43,6,0.6369
2017-08-15 20:21:48,4,0.0
2017-08-15 20:21:55,6,-0.101
2017-08-15 20:21:57,6,0.0
2017-08-15 20:22:05,4,0.0
2017-08-15 20:22:33,5,0.0
2017-08-15 20:22:42,5,0.8834
2017-08-15 20:23:08,5,0.3818
2017-08-15 20:23:34,5,0.4019
2017-08-15 20:23:43,5,0.0
2017-08-15 20:23:48,5,0.0
2017-08-15 20:25:06,4,0.6712
2017-08-15 20:25:41,4,0.0
2017-08-15 20:26:08,4,0.3612
2017-08-15 20:26:09,5,-0.4404
2017-08-15 20:26:17,5,0.3724
2017-08-15 20:26:27,4,0.5719
2017-08-15 20:26:42,5,-0.34
2017-08-15 20:26:59,5,0.3254
2017-08-15 20:28:38,4,0.5994
2017-08-15 20:28:56,5,0.6997
2017-08-15 20:29:11,6,-0.25
2017-08-15 20:29:44,5,0.5267
2017-08-15 20:29:52,6,0.4133
2017-08-15 20:31:06,5,0.8885
2017-08-15 20:32:35,6,0.3252
2017-08-15 20:32:39,5,0.8126
2017-08-15 20:32:46,5,-0.34
2017-08-15 20:34:10,5,-0.1935
2017-08-15 20:35:09,5,-0.0258
2017-08-15 20:35:40,5,0.6078
2017-08-15 20:36:40,6,0.7384
2017-08-15 20:40:14,5,-0.7506
2017-08-15 20:45:00,6,-0.34
2017-08-15 20:49:25,5,0.5859
2017-08-15 20:50:49,6,-0.1531
2017-08-15 20:51:12,6,0.8225
2017-08-15 20:52:09,6,-0.4939
2017-08-15 20:52:26,6,-0.5423
2017-08-15 20:52:38,5,0.5859
2017-08-15 20:52:53,5,0.128
2017-08-15 20:54:05,5,0.4391
2017-08-15 20:54:53,6,-0.3959
2017-08-15 20:55:12,5,0.0
2017-08-15 20:55:29,5,0.743
2017-08-15 20:56:02,5,-0.4404
2017-08-15 20:56:20,5,0.6249
2017-08-15 20:56:44,5,0.3612
2017-08-15 20:59:48,5,-0.4939
2017-08-15 21:01:08,5,0.0
2017-08-15 21:01:24,5,0.0772
2017-08-15 21:03:22,5,0.2732
2017-08-15 21:04:34,5,-0.128
2017-08-15 21:05:15,5,0.0
2017-08-15 21:07:10,5,0.7184
2017-08-15 21:11:31,5,-0.5423
2017-08-15 21:11:55,5,0.0
2017-08-15 21:12:01,5,0.7579
2017-08-15 21:12:11,5,0.6369
2017-08-15 21:12:18,5,-0.691
2017-08-15 21:12:41,6,-0.7574
2017-08-15 21:12:50,6,0.0
2017-08-15 21:13:11,5,0.0
2017-08-15 21:13:15,5,0.0
2017-08-15 21:13:56,5,-0.5423
2017-08-15 21:14:04,5,0.4404
2017-08-15 21:15:03,6,-0.4168
2017-08-15 21:15:46,5,0.0
2017-08-15 21:16:34,5,0.0
2017-08-15 21:18:05,5,0.3612
2017-08-15 21:18:25,5,0.2577
2017-08-15 21:18:36,5,0.0
2017-08-15 21:20:05,5,-0.7717
2017-08-15 21:20:40,5,-0.5423
2017-08-15 21:21:08,4,0.0
2017-08-15 21:22:54,5,-0.6696
2017-08-15 21:23:19,6,0.34
2017-08-15 21:23:31,5,0.34
2017-08-15 21:23:38,4,0.7703
2017-08-15 21:24:08,5,-0.296
2017-08-15 21:24:13,5,0.0
2017-08-15 21:25:09,6,0.6249
2017-08-15 21:26:10,5,0.0
2017-08-15 21:27:08,5,0.0
2017-08-15 21:27:25,5,0.0
2017-08-15 21:27:29,5,0.0
2017-08-15 21:27:31,6,0.0
2017-08-15 21:28:14,5,0.1027
2017-08-15 21:28:34,5,0.0
2017-08-15 21:28:34,5,0.5574
2017-08-15 21:28:46,5,0.0
2017-08-15 21:29:00,5,0.5411
2017-08-15 21:29:55,5,0.1513
2017-08-15 21:29:57,5,0.0772
2017-08-15 21:31:18,5,0.4019
2017-08-15 21:31:26,5,0.0
2017-08-15 21:31:40,5,-0.4767
2017-08-15 21:31:59,5,0.0754
2017-08-15 21:32:06,6,0.6369
2017-08-15 21:32:21,5,0.34
2017-08-15 21:32:45,5,0.34
2017-08-15 21:34:06,5,0.5574
2017-08-15 21:34:46,6,0.0
2017-08-15 21:34:49,6,0.0
2017-08-15 21:34:53,6,0.3818
2017-08-15 21:36:31,5,0.7804
2017-08-15 21:36:40,5,-0.8619
2017-08-15 21:39:16,5,0.0
2017-08-15 21:39:25,5,-0.5423
2017-08-15 21:40:33,5,-0.7579
2017-08-15 21:40:35,5,0.0292
2017-08-15 21:43:16,5,0.9372
2017-08-15 20:01:54,9,-0.7955
2017-08-15 20:31:07,10,0.0
2017-08-15 20:32:24,7,0.0422
2017-08-15 20:34:35,9,0.5423
2017-08-15 20:37:48,9,0.2732
2017-08-15 20:54:16,10,-0.6249
2017-08-15 21:21:21,9,0.1007
2017-08-15 21:39:52,11,-0.1446
2017-08-15 19:58:21,8,-0.6249
2017-08-15 20:06:05,9,-0.7495
2017-08-15 20:09:45,9,0.0
2017-08-15 20:13:58,9,0.4215
2017-08-15 20:28:53,8,0.0
2017-08-15 20:39:59,8,0.7096
2017-08-15 21:00:15,8,0.0
2017-08-15 21:21:53,7,0.8184
2017-08-15 21:37:13,8,0.4023
2017-08-15 19:41:39,3,0.0
2017-08-15 19:42:28,4,0.0
2017-08-15 19:42:33,4,0.0
2017-08-15 19:42:43,4,0.1027
2017-08-15 19:51:28,4,-0.7351
2017-08-15 19:52:05,3,-0.4939
2017-08-15 19:52:33,4,0.0
2017-08-15 19:53:44,3,0.3182
2017-08-15 19:55:41,4,-0.7096
2017-08-15 19:55:53,5,0.0
2017-08-15 19:56:04,5,-0.1531
2017-08-15 19:56:05,5,-0.6739
2017-08-15 19:56:41,4,-0.4588
2017-08-15 19:56:56,5,0.7269
2017-08-15 19:56:58,4,-0.5574
2017-08-15 19:57:07,4,0.0
2017-08-15 19:57:11,5,-0.3382
2017-08-15 19:57:21,4,0.4215
2017-08-15 19:57:23,5,-0.3182
2017-08-15 19:57:25,4,-0.5574
2017-08-15 19:57:34,4,0.0
2017-08-15 19:57:39,5,0.0
2017-08-15 19:57:44,4,0.1759
2017-08-15 19:57:54,4,-0.5984
2017-08-15 19:58:11,3,-0.5423
2017-08-15 19:58:19,4,0.1901
2017-08-15 19:58:22,4,-0.6523
2017-08-15 19:58:26,4,0.0
2017-08-15 19:58:31,4,0.4215
2017-08-15 19:58:35,3,-0.5718
2017-08-15 19:59:32,4,-0.7319
2017-08-15 19:59:47,5,-0.8673
2017-08-15 19:59:59,4,-0.1027
2017-08-15 20:00:02,3,-0.3612
2017-08-15 20:00:08,4,0.0
2017-08-15 20:00:20,4,0.0
2017-08-15 20:00:27,5,0.0
2017-08-15 20:00:33,4,0.0
2017-08-15 20:00:36,5,0.4122
2017-08-15 20:00:39,4,-0.4404
2017-08-15 20:01:00,3,-0.5267
2017-08-15 20:01:08,4,-0.3182
2017-08-15 20:01:19,4,-0.5423
2017-08-15 20:01:40,4,-0.4767
2017-08-15 20:02:03,5,-0.5939
2017-08-15 20:02:40,3,0.6369
2017-08-15 20:02:51,3,0.0
2017-08-15 20:03:19,4,-0.1531
2017-08-15 20:03:20,3,0.3182
2017-08-15 20:03:37,3,-0.0772
2017-08-15 20:04:39,4,0.0
2017-08-15 20:05:39,4,0.8074
2017-08-15 20:07:36,4,0.0
2017-08-15 20:07:54,4,0.3612
2017-08-15 20:09:04,4,0.4754
2017-08-15 20:09:09,5,0.34
2017-08-15 20:09:33,4,-0.4549
2017-08-15 20:09:58,4,-0.4939
2017-08-15 20:11:00,3,0.0
2017-08-15 20:11:16,5,0.0
2017-08-15 20:11:32,3,-0.717
2017-08-15 20:11:33,3,0.3612
2017-08-15 20:12:03,5,-0.0516
2017-08-15 20:12:56,5,0.0
2017-08-15 20:15:01,4,0.0
2017-08-15 20:15:02,4,0.0
2017-08-15 20:16:22,4,-0.1388
2017-08-15 20:16:28,4,0.6204
2017-08-15 20:16:31,4,0.0442
2017-08-15 20:16:41,4,0.3612
